Bedrooms,Bathrooms,SquareFootage,LotSize,YearBuilt,Location,ProximityToAmenities,CrimeRate,SchoolQuality,AvgIncome,PropertyTaxRate,HOAFees,HouseStyle,GarageSpaces,Basement,Fireplaces,HeatingType,CoolingType,RoofQuality,ExteriorQuality,KitchenQuality,TotalRooms,LotConfig,Neighborhood,ConditionOfHouse,DistanceToWork,AccessToPublicTransport,WalkScore,EnergyEfficiency,RenovatedYear,Age,SalePrice
5,2,4860,0.4383383981676754,1964,Suburban,3.426547952225047,34.87612473960884,3,89030,2.0213366081930957,169.07176911209808,Contemporary,2,No,1,Solar,Central,2,3,1,14,FR2,North,4,23.49764441985092,8,18,2.9686785103276847,2014.0,58,1013573.7317154589
1,3,2961,0.9278255269044462,1998,Suburban,1.2603081687352828,69.3876535321616,2,163071,2.256977553444615,125.4461881769256,Bungalow,0,No,2,Gas,None,4,2,1,5,Corner,West,8,16.76826719901477,8,68,9.758861880198653,2015.0,24,580914.527316218
3,1,4252,0.15628658572166765,2003,Suburban,0.5114165608889609,15.963275677344013,9,175921,1.6319203237785018,296.8987297077128,Bungalow,1,No,1,Solar,Window,4,1,2,11,Inside,West,3,5.858409914990231,5,87,7.025914319318557,2017.0,19,949813.61987599
2,3,4270,0.5406031688076804,1971,Rural,3.8731040194335606,89.6281552163788,2,82800,1.1081827111767466,104.02477411255006,Bungalow,1,No,1,Electric,Window,2,2,1,7,Corner,South,5,13.207327026649157,5,93,1.7343037025555763,1988.0,51,846913.6450038828
1,1,2353,0.7971962632713047,1958,Suburban,3.1878579159465033,40.44910644519094,6,35445,2.6934363013534783,161.9254432785016,Colonial,1,No,2,Electric,Window,1,4,1,11,FR3,North,5,22.866177910328425,7,71,4.760426469439403,1998.0,64,417023.7831179523
2,2,2952,0.9454047421441109,1951,Rural,4.9436033739853436,45.56256153552002,5,179112,2.3572717998843062,318.2651547069918,Ranch,2,Yes,1,Solar,Window,3,1,2,6,Corner,West,5,20.729126495798745,6,65,4.668842216333211,1988.0,71,607588.263254683
2,1,2538,0.759437807557032,2017,Urban,1.7871093632678008,70.57590510369849,5,30246,2.7496432046229877,440.772225202966,Contemporary,3,Yes,1,Electric,Central,4,3,3,14,Inside,North,9,3.7410315956714166,4,58,4.925116583336338,1985.0,5,516584.2972733257
3,3,970,0.7345372712121858,1946,Rural,0.40263569282197853,82.0840236704851,4,61153,2.5460066187445585,266.4451641957994,Contemporary,2,No,2,Electric,Central,3,2,1,8,Corner,South,8,29.089841838268228,2,48,5.356911706429356,2017.0,76,220388.862737931
2,3,2531,0.8351636856859743,2019,Urban,3.6983151731429493,23.634274332820958,6,35212,2.9759360739471563,379.5531991495463,Colonial,3,Yes,0,Solar,Central,4,4,1,6,Inside,East,8,7.089234486146927,8,97,0.3117308231773086,1965.0,3,597073.2060560448
2,3,1024,0.47389115992866643,1906,Rural,2.656493752380904,66.13501398769954,5,164411,0.9804318330361224,381.5303018815209,Ranch,2,Yes,1,Gas,None,2,4,4,10,FR2,North,1,7.001490385123414,3,58,6.863011257436234,2010.0,116,219648.15233627314
3,2,1494,0.8155523059869414,1910,Suburban,1.144699263806762,39.19980438891485,4,86238,0.7168694195099352,332.1769763296934,Ranch,1,No,2,Gas,Central,4,3,3,6,Corner,South,1,14.065788808490948,2,22,4.871917752884433,1989.0,112,254585.13626663247
2,2,1197,0.057566184508178575,2002,Rural,3.9304720461233216,36.87029240039613,9,180466,1.3425069783431463,122.91916884025883,Colonial,1,No,1,Solar,Window,2,2,1,11,Inside,South,2,10.15367230550143,7,2,7.90965398868699,1990.0,20,332436.91322754946
2,3,3662,0.9283330026079647,1960,Suburban,1.0984018806647244,69.00258239406547,6,83871,0.8225104375581472,433.39429907512095,Cape Cod,1,No,2,Oil,None,3,4,2,12,FR2,South,8,29.527586665009622,6,55,8.153495732604306,1979.0,62,725192.1782903877
2,1,2936,0.4711411840413165,1967,Urban,1.3772421086813893,38.718327415593436,10,130672,1.807825282265561,218.13782781978324,Cape Cod,0,No,0,Oil,None,1,1,4,5,FR3,Central,1,2.7564483109968934,8,57,2.305351219917174,1981.0,55,579555.0204909606
1,2,2287,0.5757111784724602,1924,Rural,0.5533899163969238,34.610850016440764,10,64607,2.0825722635193564,22.105371967850285,Ranch,0,Yes,1,Electric,Window,2,2,4,6,CulDSac,West,4,9.539956132236687,6,87,0.484229464267778,1991.0,98,457481.8399375132
1,3,1172,0.29213813646913817,1911,Suburban,2.057218167251187,83.58884081262424,10,82055,1.945721537933509,122.30633503476257,Cape Cod,3,Yes,0,Oil,Window,3,3,4,10,Inside,North,9,11.790303732605233,7,61,7.032338561123225,2015.0,111,237227.24148703847
1,3,2690,0.7554042911984004,1925,Urban,2.152753197293353,10.127612383100637,3,134509,1.1481003384756754,382.7741770496579,Cape Cod,0,Yes,0,Electric,Window,3,1,1,8,FR3,Central,2,15.057040314797243,2,17,9.777627884638743,1986.0,97,510373.8535126568
3,2,4269,0.12280401615148637,2001,Urban,2.6213527727066626,67.58926228302107,10,165467,2.772060077421992,34.566667908744684,Cape Cod,2,Yes,2,Gas,Window,4,2,2,13,FR2,North,3,0.9839896474449882,2,60,4.466579865809011,1989.0,21,898447.6859579954
5,2,4872,0.8790040124194936,2009,Rural,3.57392490890651,24.872539379062463,6,157378,0.5529309093384461,73.6822010774556,Ranch,2,No,1,Solar,Central,2,4,4,10,FR3,Central,6,2.9296828883442765,6,36,2.596128095935958,2011.0,13,1003099.6861477632
2,2,2233,0.8367109875560256,1911,Urban,4.539894550534086,1.5498241826190307,1,176362,1.3700333844087325,347.1134080208522,Cape Cod,3,No,1,Gas,None,3,3,3,5,Corner,West,3,8.105384460529441,9,53,1.5667189458348096,1988.0,111,378447.2717630695
2,1,2117,0.2552571104325281,1942,Suburban,0.7748970845502623,16.6764268872692,5,117687,2.2974811884951523,446.3003948637703,Contemporary,3,No,1,Solar,Window,1,3,4,7,CulDSac,South,4,16.843061409725088,3,94,2.8744559739058504,1978.0,80,417168.02311947756
3,1,4893,0.8188581783709993,1950,Urban,0.3663056819084196,60.666152977586776,10,95078,2.4173223158728985,316.8660025288184,Ranch,1,No,1,Oil,Central,4,2,4,4,Inside,North,9,23.14926132070743,8,77,3.279195513714498,1995.0,72,925571.0524910602
2,3,3257,0.7970398464084074,2016,Urban,0.1908030446122331,70.91271914859374,6,164763,1.5402963610796498,111.1455269147773,Colonial,0,Yes,1,Gas,Window,4,3,3,8,FR2,South,9,20.751612790041,5,64,4.238747434344646,1970.0,6,732422.7346966903
1,2,4248,0.6506057678662516,1936,Suburban,0.8037447525371997,2.105778355632004,8,168542,0.5422745331409178,26.706881624774304,Cape Cod,1,Yes,2,Gas,Central,3,1,4,11,CulDSac,West,5,17.227234925317013,6,13,6.554071232145865,2003.0,86,863040.696118076
5,1,4188,0.40484416805470314,1945,Urban,3.3239524803299676,3.642544330172015,9,164913,2.045109197809343,307.56329127515585,Bungalow,0,No,1,Electric,Window,2,2,4,4,FR2,North,7,12.21836877196595,6,4,2.7316305608022704,1991.0,77,852277.742098037
4,2,2137,0.30792381647277445,1952,Urban,3.6646376821828337,90.25421148429531,3,132652,0.6577367029580392,23.69928896558199,Ranch,0,Yes,0,Solar,Window,4,1,3,10,FR3,East,9,26.185487816556535,3,94,0.5097676346867597,2009.0,70,435730.22273495
2,3,3737,0.27019441077488254,1987,Urban,3.953877996287799,7.330581811371983,2,93197,0.7696394403837863,306.3610259708785,Colonial,3,Yes,0,Oil,Window,2,3,1,10,FR2,East,8,14.063290026118683,5,94,3.7327861157271958,1980.0,35,783798.0558372685
1,1,697,0.35267851462542676,1979,Urban,1.2941702383312792,89.41821586165713,4,85773,2.1256267991154747,112.78997208054753,Contemporary,1,No,1,Gas,Central,3,3,3,10,FR2,East,7,9.327957765463434,1,93,8.556296161590758,1952.0,43,161767.87426743595
4,1,3815,0.9083805212609039,2020,Suburban,1.5988845849814477,22.816591375090578,8,178848,1.2812208153571372,452.32803120441486,Colonial,1,Yes,2,Solar,Window,3,3,1,4,FR3,West,8,19.06538588813569,2,99,4.983515108518838,1993.0,2,848322.6419206385
5,1,4350,0.12375873718934222,1912,Urban,2.4673597632709474,74.00178001582128,8,148943,1.3700753817706322,237.54633424368095,Cape Cod,0,No,2,Oil,Central,2,1,1,14,FR3,East,5,20.917392399296112,3,61,9.647837577454098,2020.0,110,829713.4145331044
4,3,3757,0.8374277124403107,1988,Suburban,0.4095971746151098,30.973324894601205,3,57584,1.7170176924581086,111.96921665484783,Bungalow,0,Yes,1,Gas,Central,1,3,1,6,CulDSac,North,5,12.254872223336234,4,0,5.036215310887318,1968.0,34,767209.7828962972
1,2,943,0.3814455712897324,2017,Urban,3.0945934637351065,85.87520256091838,4,165372,2.9464459871484348,426.5726582792958,Cape Cod,3,Yes,0,Solar,None,4,2,3,14,Inside,East,5,1.3302267908544798,9,62,2.758988169218478,2019.0,5,250115.00990728135
4,1,1210,0.5455194262107903,1953,Urban,4.9203016650112135,70.04548654243578,3,33338,2.9136055518467763,127.01769922375416,Colonial,2,No,1,Electric,Central,3,4,3,5,FR3,North,1,3.276879256982962,1,66,1.9331399724521459,2013.0,69,221475.0607378333
3,3,2327,0.8047613519660661,1956,Urban,1.8679509257522129,40.181345860169515,10,92601,1.5406524984001877,153.29953826243775,Ranch,1,No,1,Gas,Central,1,2,1,8,CulDSac,West,6,25.445167310863024,3,19,6.945244967855764,2008.0,66,501687.1528055701
4,2,2890,0.8901577196718228,2015,Urban,3.788952627947782,7.630245417407955,2,166559,1.1637480430457054,417.13894952772785,Bungalow,1,No,1,Solar,Central,1,4,3,5,FR2,South,5,2.1681636749665842,3,42,5.363812857774364,1974.0,7,639900.8799594606
2,3,2454,0.3775423490690146,2017,Suburban,2.5501661862910794,73.27001838708071,4,66282,1.2564803816602894,154.39601490029798,Bungalow,3,Yes,2,Oil,Central,2,3,1,8,FR2,Central,8,17.964580177742903,6,84,6.0399892899544145,2021.0,5,583664.3089274984
2,2,3208,0.4887513072113548,1903,Suburban,0.7262780373658754,61.68847559651815,6,145447,1.1719532454040102,205.08188461531867,Colonial,3,No,2,Oil,Central,2,2,3,8,Corner,East,8,5.91942687075706,5,93,7.551267893341311,1971.0,119,534483.7124839032
3,3,2679,0.44379026157595264,1974,Suburban,2.9529634991326734,0.29117178337887406,5,125798,1.8306145178544517,173.83283537943328,Cape Cod,1,Yes,0,Electric,None,2,1,2,7,FR3,Central,2,7.2533255917032236,3,41,7.259034642648929,1988.0,48,581410.1588325544
1,2,2924,0.06258848182871501,1995,Rural,1.5693839153759184,0.9419855972445323,3,160963,2.017149519502321,58.20015891518793,Colonial,1,No,0,Gas,Window,1,4,3,14,CulDSac,South,6,8.563351812217343,4,93,0.4336330016822698,1950.0,27,618592.4605130161
2,1,1777,0.33114574441572375,1948,Urban,0.26857572142194536,80.8792973192694,2,138611,1.7219484705741652,19.447906123413073,Bungalow,0,Yes,1,Electric,None,4,1,3,10,CulDSac,West,6,1.629595892812103,7,68,8.025719052950283,1974.0,74,334079.05352967064
5,2,1691,0.4862297720459337,1906,Urban,3.211155677576945,25.939973880185384,9,189876,1.5199859056203808,362.2703370304907,Colonial,2,No,0,Solar,None,2,4,3,13,Inside,West,3,5.728440587138626,3,73,5.327033070517114,2010.0,116,346961.2173504559
2,3,3391,0.44053892843641773,2009,Suburban,4.308768511691166,63.613366772806565,1,170987,1.0282125939248443,322.5685619678603,Bungalow,1,No,1,Oil,Window,4,3,1,9,CulDSac,South,1,19.68974954316124,9,87,3.917085308147726,1992.0,13,743012.5913084619
2,3,2349,0.7358327661398955,2021,Rural,1.7893718578093836,45.42144197652475,9,41158,1.7062639784552833,141.1830337760286,Cape Cod,3,Yes,0,Electric,Central,2,2,1,5,FR3,Central,7,15.21215551813615,8,38,5.375194262680703,1979.0,1,543255.9427192371
1,2,3275,0.41556343636004806,1910,Urban,2.0124481813425756,86.34300145217672,1,40547,1.3527567845061452,147.79956249243926,Ranch,0,Yes,1,Gas,Window,1,4,2,7,CulDSac,East,5,24.021208029298606,2,61,6.12451448457325,1974.0,112,530232.9314481121
4,1,1381,0.5149076265221367,1991,Suburban,4.466006246539337,91.69611131024887,7,118713,1.8539886569958572,472.50289150434065,Ranch,0,No,2,Solar,Central,4,2,2,14,Corner,North,5,2.3066421432690594,5,47,1.4950630987379698,1953.0,31,317644.5565145733
2,1,3648,0.4581281625257452,1953,Urban,4.0866831855000445,99.6807712678854,6,32459,2.18797353877906,493.8355636167461,Colonial,3,Yes,1,Gas,Window,4,4,4,10,FR2,West,8,26.722499739423117,4,5,4.17415395326445,2018.0,69,673272.2603587091
3,2,2705,0.7535948414496519,2004,Urban,3.6032688354037083,15.368413580724683,7,189840,2.0832804360915267,236.71745161684677,Bungalow,3,No,2,Electric,None,1,4,2,12,FR2,South,5,29.893756691034447,5,73,3.355862101881838,1983.0,18,652462.0473681231
4,2,4467,0.8698237790376144,1986,Suburban,1.319105612390425,86.29640464754755,3,93146,1.6562255260139833,401.2258727407468,Ranch,0,Yes,2,Oil,Central,4,3,1,12,CulDSac,Central,5,0.9643291813390981,3,41,3.504089448180384,1964.0,36,888696.7264737239
5,3,2713,0.5552946250571384,1944,Suburban,4.560061609336558,26.602137672880176,3,133577,1.8901310606999022,368.3429379346827,Bungalow,3,Yes,0,Oil,None,1,4,2,6,CulDSac,East,1,29.04538193342803,1,57,0.9133493840730822,1979.0,78,584638.1369599262
1,1,4570,0.7999605844854316,1922,Urban,0.8566372119421437,59.08158748955077,1,137761,1.2121403274018991,148.65885475602346,Cape Cod,0,No,0,Electric,Central,1,1,2,4,CulDSac,Central,2,7.4579500326450905,8,42,1.598434880002304,1962.0,100,810306.6674470768
5,2,2591,0.33194734791885805,2013,Urban,3.1711755451443873,50.57728338692109,4,133727,0.5606006475559742,29.281355260239174,Colonial,3,No,2,Gas,Window,3,4,3,12,CulDSac,East,5,20.93002257707809,9,9,1.6183206758622137,1973.0,9,587208.4797009559
4,1,1667,0.5643011296494053,1927,Suburban,0.24112578467794166,1.7988131572387656,2,80460,2.06254863542026,71.27812856747,Bungalow,0,Yes,1,Gas,Window,2,4,2,11,Corner,North,7,9.128261571595324,8,88,3.732247432216478,2019.0,95,299768.5046463538
4,2,2177,0.3779684559864738,2006,Urban,3.254227050992235,93.27712799060947,10,112970,1.1314213978442174,419.1470585003817,Colonial,1,Yes,1,Gas,Window,3,4,4,10,FR3,North,3,15.893479923051855,4,77,8.944915448747915,1966.0,16,557554.0519583693
4,2,1611,0.44349087929323877,2010,Urban,1.4580073241794633,7.8327055149218445,8,199319,2.1723842751706863,365.60690999814057,Bungalow,1,Yes,0,Gas,Window,1,3,3,9,Corner,South,1,15.557346040166891,2,38,2.0602737192094267,1998.0,12,455675.4504260578
5,1,2874,0.7457931715720352,1956,Suburban,2.3034171882002283,68.82189194077358,3,45419,2.3675212489923982,332.1674222311389,Bungalow,3,Yes,1,Oil,Window,1,2,1,13,Corner,South,2,11.152611643747628,4,12,4.161925076748045,1968.0,66,541930.4457214085
4,2,2414,0.887579358216077,1925,Urban,1.7917963050795604,78.50068362082621,7,65577,2.789819365259453,65.32441584832415,Cape Cod,2,No,1,Gas,None,4,2,4,10,Corner,East,3,21.667629664505846,9,74,3.116094152991379,2004.0,97,443047.4854453419
5,2,3026,0.16542062153337714,1924,Urban,0.9465081056064285,79.52878490476843,7,32921,2.8953069886990326,319.96534372526236,Colonial,1,No,1,Electric,None,1,3,1,14,FR2,East,9,18.189276214967773,9,38,7.87383312551338,1950.0,98,588032.39857711
4,3,3151,0.6529072936630115,1953,Rural,3.1477058714599835,13.549451892884479,9,165748,0.5263151157742536,386.0761657465577,Contemporary,0,Yes,2,Electric,Central,1,1,4,12,Corner,East,8,15.494171616323682,5,10,0.5012643232081615,1974.0,69,664395.7337196086
3,2,4257,0.6030366171989086,1928,Suburban,4.421680220188977,44.75699505079721,6,174535,2.9759355233865934,430.3008749301453,Bungalow,2,No,2,Electric,None,1,1,3,9,CulDSac,East,4,29.49375970158857,5,15,1.965433955358904,1971.0,94,806812.5950902955
4,2,607,0.16249428721713527,1982,Rural,4.799512787183777,82.94288704339799,1,186546,2.2075457962354026,6.615639596809109,Bungalow,0,Yes,1,Electric,Central,2,3,4,13,Corner,North,8,28.230275122526127,3,32,2.1064154235479435,1980.0,40,186621.36117451073
5,2,3155,0.2512996139181036,1996,Rural,1.042497179454184,30.267921037875468,8,70935,2.1088104009354733,342.2375509392389,Ranch,0,Yes,0,Gas,Central,3,2,4,6,CulDSac,South,9,28.685357450913013,6,59,9.929628003132313,1961.0,26,698688.3197556592
2,3,1075,0.3454523699960462,1935,Rural,3.61512659290857,46.774867537466356,1,155534,0.5380327379883885,9.548827801602211,Colonial,1,Yes,1,Oil,None,3,1,2,6,FR3,South,3,26.499056814196994,7,95,5.707750179663035,1961.0,87,247475.97530179782
4,1,2811,0.2085845172766264,1913,Urban,3.3552628963678433,27.279389269984577,3,102828,2.653083529716844,353.43642277171926,Contemporary,3,No,0,Solar,None,2,3,1,7,FR2,West,6,8.027082493254204,9,58,1.3895826438351822,1965.0,109,460000.7128401867
2,3,1084,0.2815430083981247,1977,Urban,1.7825511689154057,46.355141788532414,5,153649,0.8637286181195659,317.8106823660024,Cape Cod,3,Yes,2,Gas,Central,2,2,3,13,FR3,South,8,10.824292913856338,7,73,2.7219913927656547,2006.0,45,305815.6870843715
3,3,2885,0.3042207589186221,1934,Rural,0.19358607683325663,88.783792259288,8,119062,2.5933253848326023,74.17393145948625,Contemporary,0,No,1,Solar,None,2,1,4,13,FR3,South,7,7.3161112765924825,3,50,1.6782209412292426,1975.0,88,558941.2064723051
1,1,4125,0.36889014138710663,1929,Rural,3.4799771118330445,45.512423103276944,9,85152,0.5389063656467901,383.06087567256515,Cape Cod,1,No,1,Oil,None,3,1,1,11,FR2,Central,9,29.59221817307397,7,14,1.24604569619448,1965.0,93,776264.9748100699
3,3,3939,0.7619209301611011,1991,Rural,4.7329248167415505,55.591201707432035,7,126491,2.114910656247903,34.17380909484557,Contemporary,0,Yes,0,Gas,None,3,3,1,13,CulDSac,Central,7,5.003525158022989,1,79,7.971820284078925,1986.0,31,824195.3615768881
4,1,3422,0.5933165936580707,1916,Urban,3.1973885973866922,40.39762833030836,9,116569,1.5870038344245694,413.1993868723167,Contemporary,2,No,0,Solar,Window,1,2,2,12,CulDSac,West,1,11.312096788987715,2,42,4.9575262866035485,1962.0,106,645576.2892347965
2,3,3524,0.9869343383538314,1966,Rural,2.2329343485194073,46.01171832033255,3,102467,1.001916822648338,130.9646224241145,Colonial,0,Yes,1,Oil,Window,3,1,1,11,CulDSac,East,9,6.371810529221015,4,26,6.312101368487814,1962.0,56,694477.1752540012
2,1,858,0.4439990356190974,1979,Rural,2.6732540811469794,1.51741990464217,5,186844,0.7689034794260853,344.4259311503325,Ranch,1,Yes,1,Solar,Central,4,3,3,14,FR2,West,5,7.091887459435469,7,55,3.3125124699199606,1960.0,43,218921.85718457715
5,2,882,0.7661718201450788,2009,Suburban,1.078181157533596,28.3745509960456,10,177435,1.600319241365816,461.84467051093515,Contemporary,0,No,0,Electric,None,3,1,2,13,Corner,West,6,7.78909260169474,9,59,5.5369508606732945,2017.0,13,297494.99069313204
2,3,2498,0.8778950003077071,1929,Suburban,3.777666402393314,43.65817217418244,8,189562,0.808264513303562,169.91351233672447,Bungalow,1,Yes,2,Electric,Central,2,2,4,5,Inside,North,2,19.370284929018645,5,95,2.5756903252369714,2016.0,93,518437.34718150436
5,3,4735,0.6950295683861398,2015,Urban,3.7574571670482606,63.37969759927289,1,152537,1.7161165292276188,251.4470389702096,Bungalow,3,No,0,Oil,None,3,4,3,7,Corner,South,2,2.74345642065007,8,69,3.080362749282348,2003.0,7,1031115.224034771
1,3,3576,0.44127150339662113,1992,Suburban,0.8130347718983822,45.00519305538921,8,83806,2.0630426466321308,231.55901697522518,Bungalow,1,No,1,Oil,Window,1,1,3,7,Corner,North,4,17.389631271901628,7,46,6.5223794436673295,2011.0,30,726781.3819405674
4,3,2867,0.7659148992084653,1944,Suburban,4.402094074248329,33.7817043321564,7,161332,2.5684604840183956,78.80567453143405,Ranch,2,No,2,Solar,None,3,2,3,5,FR3,South,4,24.668943970381044,5,99,1.5035012591923025,1977.0,78,591980.9840419673
5,2,3800,0.2434837808840506,1978,Suburban,1.419029723419196,38.809873534415715,1,105992,2.1966235929571667,295.1560052453808,Contemporary,1,Yes,2,Oil,None,2,1,2,11,Inside,West,5,23.112451409830708,3,7,6.172218591674619,1993.0,44,761551.815164818
1,3,1212,0.36117455692112577,2009,Urban,4.913054698589413,24.22933292004665,10,52320,0.6629994167653761,371.500959260474,Cape Cod,2,No,2,Electric,None,4,4,1,6,CulDSac,South,7,4.959565099328601,3,62,8.522348164231273,1952.0,13,330986.9600873711
2,2,1287,0.5693509923443244,2019,Suburban,1.9762247687825047,92.44942827740529,10,108971,1.268581331369593,458.4374144619096,Cape Cod,2,Yes,2,Electric,Window,2,4,3,5,Corner,East,1,27.484586175974755,6,88,1.2042322618076906,1964.0,3,393272.23715174134
2,2,4290,0.5966389179218409,1988,Urban,0.9716318877990483,52.17432257909146,6,78581,1.2199465198312511,425.4013008247564,Colonial,0,Yes,1,Gas,Window,4,1,1,10,FR2,East,4,23.217666251440836,4,6,8.97461280569979,2014.0,34,836402.4010820127
1,2,1212,0.07103440169899798,1950,Rural,1.8234285455936965,1.3409453872123112,1,123645,2.7875810586777106,255.00968986401585,Ranch,2,No,2,Solar,Window,1,3,1,4,Corner,West,9,0.6564240725189587,3,80,0.7944568029889498,1971.0,72,280743.57586224633
2,2,2907,0.9478584793182083,2001,Suburban,2.2568836106162466,1.9446258419546614,2,50754,2.6694551109819087,359.5085772559674,Contemporary,1,No,0,Oil,Central,1,1,3,9,CulDSac,Central,8,22.25252218941779,4,93,3.4890922695587303,2016.0,21,603398.4011605954
1,1,3613,0.7117959076565205,2005,Urban,0.4396080878876447,97.29616349520415,5,99837,1.4253697958760423,400.3917066869464,Bungalow,3,Yes,0,Oil,None,3,2,1,6,Corner,East,3,22.253939519348958,3,1,6.105093152379945,1968.0,17,704166.8040039369
5,1,2381,0.5209185627202965,1946,Suburban,2.933270067994119,22.145089137324504,2,168279,0.6778881397064527,246.7443568691744,Ranch,1,No,0,Oil,Window,1,3,2,6,FR3,West,6,15.156074375929549,6,16,5.594147601185369,1965.0,76,460961.1000349333
5,3,3191,0.936470872687893,1952,Rural,3.028398955357612,80.56082888143146,10,188992,2.7352682945118336,57.71378035213387,Ranch,3,No,1,Solar,Central,1,2,2,8,FR3,North,9,1.8564812721879802,7,3,0.9639107249443346,2000.0,70,665872.4131279275
1,1,3296,0.46714078698828704,1963,Urban,3.7207592312124143,5.827530156057447,1,153746,2.720474882410468,218.9653819236854,Contemporary,2,No,2,Electric,Window,2,2,4,6,Corner,Central,8,17.60722517932931,4,25,7.989131677858531,1954.0,59,619977.8815961481
5,1,4558,0.9814137917568532,2017,Urban,0.24293247222464215,92.11627366945491,6,144780,2.6368653300768123,421.23901910078246,Colonial,0,Yes,0,Oil,None,2,3,1,7,FR3,East,7,23.08952942101212,3,77,9.731532931452527,1987.0,5,971336.9896361561
5,3,1174,0.5366705193813108,2015,Urban,2.752067250725768,87.44170036666785,8,117081,2.612704094338754,298.3207026968675,Colonial,2,No,0,Oil,Central,3,4,1,6,FR2,West,7,8.490784631969518,3,71,1.812282891837701,1982.0,7,365849.36196615547
5,3,2510,0.15857148149808048,2021,Rural,0.35924642302625553,57.10931624345147,8,54016,1.7006350027153867,362.2291885046695,Colonial,2,Yes,0,Electric,Window,3,2,4,10,Inside,West,1,20.178512438427727,3,68,8.951309698154628,2002.0,1,631884.0803855013
3,3,4204,0.7765609238363134,1937,Rural,3.535606677836602,0.8998657283255773,8,90522,0.9435791306239956,92.63401107629376,Bungalow,3,Yes,2,Oil,Window,3,1,2,6,Corner,North,5,10.940822753809268,9,4,5.568094421117506,2013.0,85,856046.1597955028
4,1,1269,0.6949528388239485,1963,Rural,0.37306712993482394,25.781087402333757,6,150896,1.6937201261560693,482.16888410550285,Bungalow,1,No,0,Gas,Central,3,4,4,13,FR2,North,7,17.42871757061582,3,4,9.359337712453273,1977.0,59,319028.3535231858
2,1,4964,0.7843373852403074,1986,Urban,4.567466456874,40.682264739846495,3,142099,1.7364944266736622,202.0402647466547,Contemporary,0,No,2,Electric,Central,2,4,4,7,FR2,Central,2,11.844689608232928,3,90,1.7608595841676111,1989.0,36,934264.2474269649
3,3,1883,0.953869927289397,1988,Rural,3.5402045777340336,46.00641167475617,1,181174,1.7248293831121517,326.81776135886446,Colonial,0,Yes,2,Electric,Central,3,3,4,5,FR2,East,6,9.460963247524484,8,68,7.920213931794246,2011.0,34,452618.2295561446
5,2,1523,0.7876648375184673,2005,Suburban,2.58620984891727,29.767875856237204,2,134429,1.8469314652877904,9.436127295302633,Contemporary,0,Yes,2,Electric,Central,3,1,1,5,CulDSac,West,2,25.74947702524531,4,2,0.5978157544533114,1980.0,17,427267.8094910653
1,3,1725,0.6307697721058145,1906,Rural,2.2633692240777576,3.2947868245529977,5,31924,1.1441425574778878,63.65963112764567,Colonial,0,No,1,Gas,Central,1,1,1,12,Corner,Central,3,22.73822864596861,7,37,8.831964468027264,2014.0,116,343848.7084218385
5,2,2129,0.8644434572427988,1921,Urban,0.7402958890249857,59.01274059265421,10,115015,1.4156029528340377,391.0171349424595,Ranch,1,Yes,1,Electric,Window,3,4,1,14,Corner,Central,1,10.690749452207896,3,93,6.741594221996337,1993.0,101,475857.494190945
4,2,2194,0.689584117386805,1980,Suburban,1.5258970088668493,52.41546676947559,5,134987,1.585466479908674,483.98472276012734,Cape Cod,0,No,2,Solar,Central,4,2,1,4,Corner,North,3,13.321633427648663,8,0,3.7025478392243008,1965.0,42,482169.96229135385
5,3,846,0.43771310398462693,1981,Rural,4.357899614602392,28.300063542907772,10,84333,0.8278030237912497,160.02767752773912,Cape Cod,3,Yes,2,Solar,Central,1,2,3,4,Inside,West,7,20.905250827322707,3,7,1.9046682349785016,1991.0,41,281769.5770706642
1,3,4311,0.8913387760296846,2012,Suburban,4.53181877665622,3.797596756960653,1,156372,1.6384103364037512,18.59036747063242,Colonial,3,No,1,Solar,None,2,1,4,13,FR2,South,5,24.42682402742002,5,12,8.165330985672048,2014.0,10,873448.267247826
4,3,2160,0.2608054377451542,1940,Suburban,0.10366377101560222,99.45941872219402,1,161378,2.5261740426739823,180.43330099006877,Contemporary,0,Yes,1,Electric,Window,4,4,4,4,Corner,North,4,20.688067253329017,1,83,6.032413213948116,2016.0,82,424882.22702004533
5,1,3000,0.728909211163288,1973,Urban,3.0112683182400013,48.19861868264059,9,118495,2.5701488568321906,8.734065139501313,Bungalow,0,No,2,Electric,None,3,4,1,6,FR3,West,8,16.45748163013783,5,69,3.6041585294800136,1982.0,49,664982.7387503411
4,2,2843,0.8874852821937191,1909,Suburban,3.624572984223057,75.60042417740772,2,99767,1.5289094297525758,96.18654613123456,Colonial,1,No,1,Electric,Window,1,4,2,5,CulDSac,Central,8,28.654382041972514,6,49,4.438358248025162,,113,490024.9933140249
2,1,4464,0.7447506937181314,1956,Suburban,3.131860214042271,45.23140350513355,7,134332,1.7970207802108837,376.2360075268692,Colonial,1,Yes,0,Gas,Window,3,3,3,6,Inside,Central,1,23.337236782376127,7,7,8.265426560723766,1971.0,66,862866.8858433575
2,1,2539,0.7124116481011641,1906,Urban,0.5002308478451345,4.317029086294144,10,173279,0.5841258303376415,468.54419905324806,Bungalow,0,No,2,Solar,Window,1,1,3,8,CulDSac,East,9,3.909959881543015,2,29,3.3892719335686774,1954.0,116,489397.27386162506
